493 179 3 4
633 408 31 1
601 234 10 0
451 506 27 6
428 552 13 6
625 605 35 0
170 299 3 2
475 524 31 1
14 185 16 5
152 366 18 3
210 208 38 6
196 540 24 0
295 319 35 6
186 226 17 5
259 248 39 5
47 180 26 6
511 153 25 3
166 35 15 5
576 259 23 0
13 387 5 3
418 443 10 4
585 280 6 4
512 196 31 0
488 39 12 6
593 136 33 1
486 232 34 6
412 537 30 5
533 367 14 3
24 455 12 4
63 548 33 6
398 249 35 6
268 549 23 0
403 577 10 5
265 295 32 2
78 92 23 5
255 607 21 1
54 588 38 5
173 463 28 1
70 149 9 1
188 26 14 3
129 269 24 1
420 150 30 0
572 10 7 2
458 43 22 5
344 559 20 3
174 636 13 5
393 548 23 4
101 527 34 6
584 50 16 1
400 370 29 5
489 620 10 6
350 39 20 3
132 286 3 5
260 505 27 4
298 230 37 2
376 76 20 5
165 236 17 4
636 236 3 6
381 317 20 0
114 22 8 3
611 30 22 5
389 282 20 1
279 12 4 1
531 212 39 0
176 625 6 4
580 106 35 0
53 427 11 1
488 249 11 0
96 582 26 2
384 267 26 4
94 62 31 0
79 519 29 0
232 560 28 6
550 521 6 4
113 350 35 2
155 377 30 1
68 350 27 0
39 61 10 2
75 115 13 1
339 285 37 4
134 285 25 6
418 568 14 5
222 631 6 3
387 129 32 1
44 56 36 2
498 189 38 0
416 43 23 2
256 376 26 5
19 474 38 2
209 558 20 0
359 95 20 4
568 163 39 3
175 554 37 5
603 461 39 4
306 167 33 2
124 270 33 3
53 540 13 1
79 171 3 0
30 276 3 6
330 630 38 2
230 59 39 6
184 117 39 1
70 39 20 5
578 344 36 5
285 152 10 1
297 283 39 4
499 125 4 3
137 568 16 5
11 258 31 2
204 385 31 2
633 109 26 2
30 581 33 1
38 162 20 6
609 272 3 0
553 541 37 5
297 25 17 3
558 491 4 6
399 629 10 2
328 606 17 6
617 121 16 6
624 439 5 3
250 252 13 2
324 444 18 0
302 496 22 0
493 171 27 3
73 61 24 5
369 156 31 0
615 160 35 6
32 266 15 5
472 53 10 1
543 134 20 4
376 527 28 3
76 631 22 4
167 600 15 6
94 427 4 4
405 134 20 1
379 51 19 5
162 611 12 6
395 616 3 1
209 349 37 6
407 80 31 6
300 177 8 6
262 439 7 2
578 406 21 2
419 565 30 1
284 212 16 6
258 129 38 1
526 412 16 0
254 589 7 3
217 421 24 1
516 49 8 0
361 118 23 5
181 337 26 1
150 72 20 0
520 500 12 3
576 133 19 4
629 625 17 1
636 376 29 0
493 22 8 6
151 295 26 5
104 34 6 1
617 367 36 3
246 618 14 1
353 627 35 0
66 242 39 4
307 190 31 6
149 582 33 5
591 218 5 4
345 587 33 5
374 556 23 1
109 370 7 5
625 84 29 1
155 22 30 4
24 285 21 5
565 319 24 4
84 313 16 5
253 102 8 2
427 233 3 2
131 513 8 0
138 67 32 2
529 58 30 6
337 418 22 5
202 508 28 5
187 198 36 6
524 280 17 0
404 498 25 3
431 404 25 1
66 38 35 2
321 250 18 5
542 529 22 6
451 334 13 1
627 92 29 2
491 276 39 5
533 174 16 2
555 495 27 0
611 295 29 1
417 26 27 1
196 212 17 2
331 48 6 6
304 540 30 3
618 63 12 0
494 119 28 4
564 161 7 2
435 57 3 2
205 623 8 6
12 607 10 1
485 76 29 0
515 453 22 5
122 67 31 0
153 485 8 2
69 294 28 0
201 186 16 4
166 489 31 6
246 505 6 3
103 490 19 6
310 397 11 1
432 213 13 1
326 401 5 0
278 596 6 6
144 427 30 3
216 194 11 1
352 542 5 6
621 213 38 6
361 415 8 4
623 290 24 6
381 58 38 2
222 383 25 0
476 19 23 6
111 442 33 5
539 349 26 6
460 370 17 0
233 580 17 2
584 358 24 3
280 171 36 1
394 389 17 1
238 395 29 4
16 152 12 1
183 11 17 2
322 444 12 4
379 495 13 5
565 578 17 6
96 75 31 1
568 516 16 2
245 530 18 4
610 246 27 4
36 146 19 3
146 464 37 1
62 251 33 2
271 460 34 6
178 115 18 6
627 475 31 6
69 57 8 5
217 556 30 0
30 629 34 4
338 409 32 2
630 346 32 1
630 50 32 0
65 152 29 0
603 158 19 4
371 71 10 3
280 568 5 5
241 459 27 0
318 603 36 1
305 539 6 1
73 538 33 6
555 488 18 3
579 375 19 6
533 356 19 2
308 207 23 5
603 38 11 1
79 591 21 6
632 174 20 6
421 500 37 0
120 144 7 2
440 177 33 5
387 600 23 3
534 49 39 1
636 200 7 2
339 259 38 0
26 604 35 2
343 388 22 0
145 93 31 0
101 208 20 6
378 560 28 0
348 314 31 5
436 489 5 1
19 68 25 5
238 257 33 6
324 129 15 4
102 65 19 2
228 126 4 1
164 427 17 5
33 543 27 3
424 489 29 0
509 388 37 5
554 624 18 4
232 564 28 4
295 294 29 5
282 170 13 2
65 146 8 0
153 588 3 0
465 412 15 5
330 566 25 6
503 476 33 2
215 517 30 0
192 637 5 6
199 562 5 6
307 196 3 6
484 380 27 3
268 317 18 2
371 248 5 2
374 378 31 1
491 216 5 2
568 207 13 6
32 25 8 5
600 62 36 0
362 388 15 5
414 482 6 6
139 435 31 0
158 468 34 1
59 356 5 0
597 57 16 3
80 325 16 3
37 55 7 4
467 229 4 5
252 405 22 2
181 497 8 0
92 344 38 4
606 582 34 4
638 83 33 2
226 476 28 0
467 203 14 0
360 483 24 0
214 222 8 4
566 587 4 5
252 409 14 2
507 532 6 4
615 221 20 4
406 122 32 4
114 591 35 2
598 143 17 2
357 125 32 6
481 639 35 5
478 279 22 1
336 309 38 3
297 288 15 4
283 136 14 2
123 37 25 4
607 417 8 1
176 294 31 3
206 365 26 5
625 542 22 3
344 373 18 0
218 336 15 4
44 436 27 2
86 626 38 3
503 387 39 0
318 104 27 5
411 238 3 2
501 320 23 1
633 211 18 0
91 271 36 0
417 49 28 4
198 494 18 6
560 277 21 1
521 362 12 3
57 331 34 3
144 71 23 1
236 217 16 5
373 623 22 2
19 66 28 5
583 47 24 6
209 366 38 4
94 404 13 0
437 137 24 4
408 194 9 2
140 470 29 2
71 59 6 3
114 27 15 5
319 185 14 3
371 570 33 2
284 119 32 6
260 24 33 0
105 466 35 1
182 181 29 2
215 345 11 3
411 341 39 0
564 123 23 1
264 85 11 1
359 603 35 2
30 527 9 3
395 317 29 4
517 358 9 6
426 492 18 6
377 28 37 6
454 436 15 3
71 216 26 6
632 304 35 1
615 119 8 5
58 576 12 5
107 200 26 1
519 244 8 0
404 504 39 6
243 33 13 0
605 340 30 5
453 496 31 4
397 273 8 1
533 375 6 6
419 484 14 0
236 306 30 1
311 268 36 1
371 247 22 4
638 204 17 5
618 576 9 4
476 181 28 2
577 568 23 0
463 65 22 6
244 574 17 2
219 41 20 1
223 331 36 6
54 395 25 2
125 176 24 0
269 25 33 0
68 423 4 3
196 618 7 5
623 148 27 3
638 79 38 4
356 72 24 3
28 325 39 3
494 537 6 1
525 202 16 0
351 189 20 0
307 89 36 6
631 385 17 1
534 365 24 2
18 109 10 3
221 63 3 3
16 108 18 4
520 285 32 0
500 96 18 5
282 50 22 4
354 287 39 1
272 544 17 5
32 553 11 6
547 309 24 2
618 117 21 3
145 239 29 3
206 184 16 1
417 513 9 0
492 596 36 4
11 211 31 4
332 456 31 2
594 535 24 1
243 576 6 0
587 105 5 0
470 341 22 3
216 455 28 3
254 222 4 6
466 203 29 1
343 629 34 6
468 332 37 4
359 601 15 3
455 59 31 3
204 555 4 2
111 286 23 3
308 128 33 3
378 472 29 5
319 366 38 2
549 161 13 5
252 499 8 5
569 194 15 2
100 102 17 0
191 583 15 5
67 169 13 3
131 208 7 6
485 53 6 4
146 274 12 5
149 609 16 1
424 44 30 1
511 95 22 3
368 248 37 3
30 239 6 0
182 225 17 0
501 195 4 0
109 313 25 5
561 28 7 1
166 358 12 6
293 574 3 5
72 383 10 0
349 45 20 3
608 30 34 1
515 22 13 2
564 217 26 1
392 267 30 6
537 202 30 0
383 314 36 2
10 21 27 0
36 32 32 0
501 308 4 6
18 87 5 4
71 546 28 0
83 619 31 4
148 89 25 3
137 631 30 0
309 101 13 0
590 320 15 3
364 93 34 5
175 22 4 0
628 335 31 3
366 336 31 3
167 441 21 5
299 561 7 4
85 560 21 4
189 149 32 2
584 603 7 0
181 287 7 6
235 44 17 6
391 76 6 4
37 409 22 2
618 449 21 4
334 627 13 6
481 372 31 1
386 629 6 2
240 345 34 3
123 135 21 1
279 87 20 3
610 211 8 0
316 65 26 2
54 419 18 2
164 173 38 3
416 464 12 0
462 190 9 2
168 341 19 3
527 180 24 2
200 52 30 0
138 82 6 1
101 73 35 4
546 601 18 3
139 538 7 5
82 198 22 6
158 232 16 1
173 211 17 0
569 40 35 5
313 611 18 4
276 187 17 0
396 438 31 2
134 410 15 0
157 547 13 0
583 472 19 3
630 469 20 6
167 462 37 6
111 566 22 2
368 417 8 1
266 150 3 0
447 19 25 1
280 221 32 0
453 336 17 0
89 58 8 3
451 543 30 0
231 396 25 4
91 14 19 4
514 57 22 4
76 35 14 1
44 625 22 1
317 320 6 0
527 206 28 4
91 79 28 5
484 604 13 4
464 302 35 5
602 286 32 3
71 58 27 6
181 593 35 6
411 391 20 5
234 551 7 0
365 181 15 0
319 482 14 3
304 273 13 2
293 618 5 3
196 328 17 6
266 414 6 1
236 175 12 4
215 341 11 1
326 599 39 5
297 193 25 5
458 424 3 0
225 223 37 0
484 22 19 2
509 402 37 4
188 456 8 2
514 169 10 3
14 567 24 5
120 546 21 5
633 340 13 1
609 437 30 1
113 323 34 1
104 302 15 5
